sku,alternate_sku,season,year,product_group,category,long_description,closure,product_name,outsole,product_type,product_sub_type,colour,material,short_description,features,short_description_2,uom,rrp,ecom_description,ecom_features,description_match,image_status,web_enrichment_status,confidence,sku_search_variants,search_terms,web_search_status,web_match_url,web_match_title,web_match_confidence,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_source,image_confidence,review_status
312249913-1,,22Q4,2022,CHILDREN,SHOES,X-GAME SHOES,BOXING,,,LIFESTYLE,,WHITE/BLACK/RED,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,849,,,,PENDING,PENDING,MASTER_ONLY,312249913-1 | 3122499131,312249913-1 | WHITE/BLACK/RED | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
312249913-2,,22Q4,2022,CHILDREN,SHOES,X-GAME SHOES,BOXING,,,LIFESTYLE,,BEIGE/BLUE/BLACK,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,849,,,,PENDING,PENDING,MASTER_ONLY,312249913-2 | 3122499132,312249913-2 | BEIGE/BLUE/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
312311115-1,,23Q1,2023,CHILDREN,SHOES,,BASKETBALL,BASKETBALL SHOES,,BASKETBALL,,BLACK/WHITE/BLUE,MESH/TPU/SYNTHETIC LEATHER,BASKETBALL SHOES,BIG KIDS,,PRS,1299,,,,PENDING,PENDING,MASTER_ONLY,312311115-1 | 3123111151,312311115-1 | BASKETBALL SHOES | BLACK/WHITE/BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
312311115-2,,23Q1,2023,CHILDREN,SHOES,,BASKETBALL,BASKETBALL SHOES,,BASKETBALL,,BLACK/RED/STEEL GREY,MESH/TPU/SYNTHETIC LEATHER,BASKETBALL SHOES,BIG KIDS,,PRS,1299,,,,PENDING,PENDING,MASTER_ONLY,312311115-2 | 3123111152,312311115-2 | BASKETBALL SHOES | BLACK/RED/STEEL GREY | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
312311115-4,,23Q1,2023,CHILDREN,SHOES,,BASKETBALL,BASKETBALL SHOES,,BASKETBALL,,BLACK/GREEN,MESH/TPU/SYNTHETIC LEATHER,BASKETBALL SHOES,BIG KIDS,,PRS,1299,,,,PENDING,PENDING,MASTER_ONLY,312311115-4 | 3123111154,312311115-4 | BASKETBALL SHOES | BLACK/GREEN | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
312319951-1,,23Q1,2023,TODDLER,SHOES,,BOXING,BASKETBALL SHOES,,LIFESTYLE,,BLACK/GREEN,SYNTHETIC LEATHER/MESH,BASKETBALL SHOES,LITTLE KIDS,,PRS,998.9999999999999,,,,PENDING,PENDING,MASTER_ONLY,312319951-1 | 3123199511,312319951-1 | BASKETBALL SHOES | BLACK/GREEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
312319951-2,,23Q1,2023,TODDLER,SHOES,,BOXING,BASKETBALL SHOES,,LIFESTYLE,,WHITE/BLACK/RED,SYNTHETIC LEATHER/MESH,BASKETBALL SHOES,LITTLE KIDS,,PRS,998.9999999999999,,,,PENDING,PENDING,MASTER_ONLY,312319951-2 | 3123199512,312319951-2 | BASKETBALL SHOES | WHITE/BLACK/RED | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
31831103-1,,18Q3,2018,CHILDREN,SHOES,BASKETBALL SHOES,BASKETBALL,,OTHER,BASKETBALL,,RED/BLACK/WHITE,MESH/SYNTHETIC LEATHER,BASKETBALL SHOES,A-SHOCK,,PRS,1049,,,,PENDING,PENDING,MASTER_ONLY,31831103-1 | 318311031,31831103-1 | RED/BLACK/WHITE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
31831103-2,,18Q3,2018,CHILDREN,SHOES,BASKETBALL SHOES,BASKETBALL,,OTHER,BASKETBALL,,BLACK/GOLD/WHITE,MESH/SYNTHETIC LEATHER,BASKETBALL SHOES,A-SHOCK,,PRS,1049,,,,PENDING,PENDING,MASTER_ONLY,31831103-2 | 318311032,31831103-2 | BLACK/GOLD/WHITE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
322125511-4,,21Q2,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,BIG KIDS,OTHER,RUNNING,,WHITE/LIGHT PINK,MOLDING EVA/RB/TPU,RUNNING SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322125511-4 | 3221255114,322125511-4 | BIG KIDS | WHITE/LIGHT PINK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322125533-5,,21Q2,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,BIG KIDS,OTHER,RUNNING,,PRPL GRY/PNK/WHT,MOLDING EVA,RUNNING SHOES,,,PRS,599,,,,PENDING,PENDING,MASTER_ONLY,322125533-5 | 3221255335,322125533-5 | BIG KIDS | PRPL GRY/PNK/WHT | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322125534-7,,21Q2,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,BIG KIDS,OTHER,RUNNING,,BLK/FLRSCNT PNK/WHT,MOLDING EVA,RUNNING SHOES,,,PRS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,322125534-7 | 3221255347,322125534-7 | BIG KIDS | BLK/FLRSCNT PNK/WHT | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322125588-4,,21Q2,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,BIG KIDS,OTHER,RUNNING,,BLACK/LIGHT PURPLE,MOLDING EVA,RUNNING SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,322125588-4 | 3221255884,322125588-4 | BIG KIDS | BLACK/LIGHT PURPLE | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322126921-3,,21Q2,2021,CHILDREN,SHOES,SANDALS,OUTDOOR,BIG KIDS,OTHER,OUTDOOR,,WHITE/PINK,MOLDING EVA,SANDALS,,,PRS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,322126921-3 | 3221269213,322126921-3 | BIG KIDS | WHITE/PINK | SHOES | OUTDOOR,PENDING,,,,,,,,,,,,PENDING_REVIEW
322126967-2,,21Q2,2021,CHILDREN,SHOES,SANDALS,OUTDOOR,BIG KIDS,OTHER,OUTDOOR,,WHITE/PURPLE,MOLDING EVA/RB,SANDALS,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322126967-2 | 3221269672,322126967-2 | BIG KIDS | WHITE/PURPLE | SHOES | OUTDOOR,PENDING,,,,,,,,,,,,PENDING_REVIEW
322126967-3,,21Q2,2021,CHILDREN,SHOES,SANDALS,OUTDOOR,BIG KIDS,OTHER,OUTDOOR,,BLACK/FOG PURPLE,MOLDING EVA/RB,SANDALS,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322126967-3 | 3221269673,322126967-3 | BIG KIDS | BLACK/FOG PURPLE | SHOES | OUTDOOR,PENDING,,,,,,,,,,,,PENDING_REVIEW
322126990-4,,21Q2,2021,CHILDREN,SHOES,SANDALS,OUTDOOR,BIG KIDS,OTHER,OUTDOOR,,WHT/PNK/LGHT PRPL,MOLDING EVA/RB/TPU,SANDALS,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322126990-4 | 3221269904,322126990-4 | BIG KIDS | WHT/PNK/LGHT PRPL | SHOES | OUTDOOR,PENDING,,,,,,,,,,,,PENDING_REVIEW
322126991-1,,21Q2,2021,CHILDREN,SHOES,SANDALS,OUTDOOR,BIG KIDS,OTHER,OUTDOOR,,WHITE/YELLOW,MOLDING EVA/RB/TPU,OUTDOOR,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,322126991-1 | 3221269911,322126991-1 | BIG KIDS | WHITE/YELLOW | SHOES | OUTDOOR,PENDING,,,,,,,,,,,,PENDING_REVIEW
322128010-6,,21Q2,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,BIG KIDS,OTHER,LIFESTYLE,,IVORY WHITE,MOLDING EVA,X-GAME SHOES,,,PRS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,322128010-6 | 3221280106,322128010-6 | BIG KIDS | IVORY WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322128877-2,,21Q2,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,BIG KIDS,OTHER,LIFESTYLE,,IVORY WHITE/PINK,MOLDING EVA/RB/TPU,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322128877-2 | 3221288772,322128877-2 | BIG KIDS | IVORY WHITE/PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322135562-5,,21Q3,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,,OTHER,RUNNING,,WHITE/PINK/BLUE,MESH/SYNTHETIC LEATHER/TPU,RUNNING SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322135562-5 | 3221355625,322135562-5 | WHITE/PINK/BLUE | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322135565-2,,21Q3,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,,OTHER,RUNNING,,BLACK/PINK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,649,,,,PENDING,PENDING,MASTER_ONLY,322135565-2 | 3221355652,322135565-2 | BLACK/PINK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322135598-7,,21Q3,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,,OTHER,RUNNING,,WHITE,MESH/TPU,RUNNING SHOES,,,PRS,1049,,,,PENDING,PENDING,MASTER_ONLY,322135598-7 | 3221355987,322135598-7 | WHITE | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322135598-8,,21Q3,2021,CHILDREN,SHOES,RUNNING SHOES,RUNNING,,OTHER,RUNNING,,BLACK/PINK,MESH/TPU,RUNNING SHOES,,,PRS,1049,,,,PENDING,PENDING,MASTER_ONLY,322135598-8 | 3221355988,322135598-8 | BLACK/PINK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138003-7,,21Q3,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/HAZE VIOLET,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322138003-7 | 3221380037,322138003-7 | WHITE/HAZE VIOLET | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138009-2,,21Q3,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,IVORY WHITE,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,649,,,,PENDING,PENDING,MASTER_ONLY,322138009-2 | 3221380092,322138009-2 | IVORY WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138813-1,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/BLACK,SYNTHETIC LEATHER/MESH,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322138813-1 | 3221388131,322138813-1 | WHITE/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138813-2,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,IVORY WHT/CLR WTR RD,SYNTHETIC LEATHER/MESH,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322138813-2 | 3221388132,322138813-2 | IVORY WHT/CLR WTR RD | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138813-3,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/BLACK,SYNTHETIC LEATHER/MESH,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322138813-3 | 3221388133,322138813-3 | WHITE/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138885-3,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/GREY PURPLE,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,649,,,,PENDING,PENDING,MASTER_ONLY,322138885-3 | 3221388853,322138885-3 | WHITE/GREY PURPLE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138885-5,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,BLACK/WHITE,SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,649,,,,PENDING,PENDING,MASTER_ONLY,322138885-5 | 3221388855,322138885-5 | BLACK/WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138885S-4,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,649,,,,PENDING,PENDING,MASTER_ONLY,322138885S-4 | 322138885S4,322138885S-4 | WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138889-2,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,IVORY WHITE,MESH/SYNTHETIC LEATHER/TPU,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322138889-2 | 3221388892,322138889-2 | IVORY WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138889-3,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,BLACK/IVORY WHITE,MESH/SYNTHETIC LEATHER/TPU,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322138889-3 | 3221388893,322138889-3 | BLACK/IVORY WHITE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138890-5,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/GLACIER BLUE,MESH/SYNTHETIC LEATHER/TPU,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322138890-5 | 3221388905,322138890-5 | WHITE/GLACIER BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322138890-7,,21Q3,2021,CHILDREN,SHOES,CASUAL SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,BLACK,MESH/SYNTHETIC LEATHER/TPU,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,322138890-7 | 3221388907,322138890-7 | BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322148002-9,,21Q4,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,WHITE/BLUE,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,949,,,,PENDING,PENDING,MASTER_ONLY,322148002-9 | 3221480029,322148002-9 | WHITE/BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322148078-2,,21Q4,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,BEIGE/BLACK,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,322148078-2 | 3221480782,322148078-2 | BEIGE/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322148089-2,,21Q4,2021,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,OTHER,LIFESTYLE,,BEIGE/GRAY,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,949,,,,PENDING,PENDING,MASTER_ONLY,322148089-2 | 3221480892,322148089-2 | BEIGE/GRAY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322248001-1,,22Q4,2022,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,,LIFESTYLE,,WHITE/L.PURPLE/PINK,MESH/SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,322248001-1 | 3222480011,322248001-1 | WHITE/L.PURPLE/PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322248001-3,,22Q4,2022,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,,LIFESTYLE,,BEIGE/YELLOW,MESH/SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,322248001-3 | 3222480013,322248001-3 | BEIGE/YELLOW | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
322248002-1,,22Q4,2022,CHILDREN,SHOES,X-GAME SHOES,LIFE STYLE,,,LIFESTYLE,,WHITE/GREEN/PINK,SYNTHE PU/MESH/COW SUEDE,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,322248002-1 | 3222480021,322248002-1 | WHITE/GREEN/PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039903-1,,20Q3,2020,TODDLER,SHOES,RUNNING SHOES,BOXING,SPORTS,OTHER,BOXING,,BLACK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,ENERGYCAPSOLE,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039903-1 | 3320399031,332039903-1 | SPORTS | BLACK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039903-2,,20Q3,2020,TODDLER,SHOES,RUNNING SHOES,BOXING,SPORTS,OTHER,BOXING,,BLACK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,ENERGYCAPSOLE,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039903-2 | 3320399032,332039903-2 | SPORTS | BLACK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039903-5,,20Q3,2020,TODDLER,SHOES,RUNNING SHOES,BOXING,SPORTS,OTHER,BOXING,,PEARL PINK/INDY PINK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,ENERGYCAPSOLE,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039903-5 | 3320399035,332039903-5 | SPORTS | PEARL PINK/INDY PINK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039911-1,,20Q3,2020,TODDLER,SHOES,CASUAL SHOES,BOXING,FASHION,OTHER,BOXING,,BLACK,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039911-1 | 3320399111,332039911-1 | FASHION | BLACK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039911-2,,20Q3,2020,TODDLER,SHOES,CASUAL SHOES,BOXING,FASHION,OTHER,BOXING,,BLACK,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039911-2 | 3320399112,332039911-2 | FASHION | BLACK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332039911-4,,20Q3,2020,TODDLER,SHOES,CASUAL SHOES,BOXING,FASHION,OTHER,BOXING,,LIGHT PINK,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,899,,,,PENDING,PENDING,MASTER_ONLY,332039911-4 | 3320399114,332039911-4 | FASHION | LIGHT PINK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139908-1,,21Q3,2021,TODDLER,SHOES,RUNNING SHOES,BOXING,,OTHER,RUNNING,,BLACK/BRIGHTNESS RED,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139908-1 | 3321399081,332139908-1 | BLACK/BRIGHTNESS RED | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139908-3,,21Q3,2021,TODDLER,SHOES,RUNNING SHOES,BOXING,,OTHER,RUNNING,,MUDDY BLU/BLU/BLK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139908-3 | 3321399083,332139908-3 | MUDDY BLU/BLU/BLK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139908-8,,21Q3,2021,TODDLER,SHOES,RUNNING SHOES,BOXING,,OTHER,RUNNING,,BLK/PEARL PINK/SLVR,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139908-8 | 3321399088,332139908-8 | BLK/PEARL PINK/SLVR | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-1,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BLACK/WHITE/YELLOW,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-1 | 3321399211,332139921-1 | BLACK/WHITE/YELLOW | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-2,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BLACK/BLUE,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-2 | 3321399212,332139921-2 | BLACK/BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-3,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BLU/WHT/LGHT INK BLU,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-3 | 3321399213,332139921-3 | BLU/WHT/LGHT INK BLU | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-4,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,WHT/BLU INK/FLAG YLW,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-4 | 3321399214,332139921-4 | WHT/BLU INK/FLAG YLW | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-5,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,WHT/ELECTRO RD/BLU,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-5 | 3321399215,332139921-5 | WHT/ELECTRO RD/BLU | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139921-8,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BLK/LGHT WHT /CYNNE,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,699,,,,PENDING,PENDING,MASTER_ONLY,332139921-8 | 3321399218,332139921-8 | BLK/LGHT WHT /CYNNE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139930-2,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,IVORY WHT/BLK/ORANGE,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139930-2 | 3321399302,332139930-2 | IVORY WHT/BLK/ORANGE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139930-3,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BLK/ORANGE/MID-BLU,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139930-3 | 3321399303,332139930-3 | BLK/ORANGE/MID-BLU | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139930-6,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,IVRYWHT/PRPL/CHRY RD,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139930-6 | 3321399306,332139930-6 | IVRYWHT/PRPL/CHRY RD | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139930-7,,21Q3,2021,TODDLER,SHOES,CASUAL SHOES,BOXING,,OTHER,LIFESTYLE,,BKDRP BLU/BLU/WHT,MESH/SYNTHETIC LEATHER,CASUAL SHOES,,,PRS,799,,,,PENDING,PENDING,MASTER_ONLY,332139930-7 | 3321399307,332139930-7 | BKDRP BLU/BLU/WHT | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139932-2,,21Q3,2021,TODDLER,SHOES,X-GAME SHOES,BOXING,,OTHER,BOXING,,WHITE/CHERRY RED,SYNTHETIC LEATHER,BOXING,,,PRS,599,,,,PENDING,PENDING,MASTER_ONLY,332139932-2 | 3321399322,332139932-2 | WHITE/CHERRY RED | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139932-3,,21Q3,2021,TODDLER,SHOES,X-GAME SHOES,BOXING,,OTHER,BOXING,,WHITE/COLLEGE RED,SYNTHETIC LEATHER,BOXING,,,PRS,599,,,,PENDING,PENDING,MASTER_ONLY,332139932-3 | 3321399323,332139932-3 | WHITE/COLLEGE RED | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139971-2,,21Q3,2021,TODDLER,SHOES,X-GAME SHOES,BOXING,,OTHER,BOXING,,BLACK/BLUE/WHITE,SYNTHETIC LEATHER/MESH,BOXING,,,PRS,599,,,,PENDING,PENDING,MASTER_ONLY,332139971-2 | 3321399712,332139971-2 | BLACK/BLUE/WHITE | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139971-3,,21Q3,2021,TODDLER,SHOES,X-GAME SHOES,BOXING,,OTHER,BOXING,,WHITE/PINK/BLACK,SYNTHETIC LEATHER/MESH,BOXING,,,PRS,599,,,,PENDING,PENDING,MASTER_ONLY,332139971-3 | 3321399713,332139971-3 | WHITE/PINK/BLACK | SHOES | BOXING,PENDING,,,,,,,,,,,,PENDING_REVIEW
332139988-2,,21Q3,2021,TODDLER,SHOES,RUNNING SHOES,BOXING,,OTHER,RUNNING,,BLK/FLRSNT GRN/WHT,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,399,,,,PENDING,PENDING,MASTER_ONLY,332139988-2 | 3321399882,332139988-2 | BLK/FLRSNT GRN/WHT | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
