sku,alternate_sku,product_name,colour,category,product_type,material,rrp,review_status
822125585-4,122125585-4,ANTELOPE,IVRY WHT/PNK/LILCGRY,SHOES,RUNNING,MOULD/RUBBER/CARBON FIBER,1199,PENDING_REVIEW
822125585-7,122125585-7,ANTELOPE,OXYGN BLU/LILAC GRY,SHOES,RUNNING,MOULD/RUBBER/CARBON FIBER,1199,PENDING_REVIEW
822125586-1,122125586-1,C202 MACH1,BLK/IVRYWHT/RNBW PNK,SHOES,RUNNING,MOULD/RUBBER/TPU,1399,PENDING_REVIEW
822125586-3,122125586-3,C202 MACH1,IVORY WHITE/BLUE/PNK,SHOES,RUNNING,MOULD/RUBBER/TPU,1399,PENDING_REVIEW
822125598-3,122125598-3,AIR CUSHION,IVRY WHT/WTRFLL BLU,SHOES,RUNNING,RUBBER/TPU,1549,PENDING_REVIEW
822127703-5,122127703-5,SUPERFLEXI,IVORY WHITE/BLACK/RD,SHOES,CROSS TRAINING,MOULD,949,PENDING_REVIEW
822127710-1,122127710-1,SPACE CAPSULE,IVORY WHITE,SHOES,CROSS TRAINING,MOULD,949,PENDING_REVIEW
822128064-1,122128064-1,BASIC,IVORY WHITE,SHOES,LIFESTYLE,MOULD,649,PENDING_REVIEW
822128064-3,122128064-3,BASIC,WHITE PINK,SHOES,LIFESTYLE,MOULD,649,PENDING_REVIEW
822128084-2,122128084-2,BADAO,IVRY WHT/MIRAGE BLU,SHOES,LIFESTYLE,MOULD/RUBBER,1299,PENDING_REVIEW
822128084-6,122128084-6,BADAO,MIST PURPLE/IVRY WHT,SHOES,LIFESTYLE,MOULD/RUBBER,1099,PENDING_REVIEW
822128085-2,122128085-2,LUCY,IVRY WHT/GRY/PRPL,SHOES,LIFESTYLE,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
822128089-1,122128089-1,G6,IVORY WHITE,SHOES,LIFESTYLE,MOULD/RUBBER/TPU,1199,PENDING_REVIEW
822128800-2,122128800-2,RUBIK'S CUBE,WHITE/BLACK,SHOES,LIFESTYLE,MOULD/RUBBER/TPU,949,PENDING_REVIEW
822128863-1,122128863-1,COCOON-BREAK,IVORY WHITE,SHOES,LIFESTYLE,MOULD/TPU,799,PENDING_REVIEW
822128863-2,122128863-2,COCOON-BREAK,BLACK/IVORY WHITE,SHOES,LIFESTYLE,MOULD/TPU,799,PENDING_REVIEW
822135501-1,122135501-1,A-JELLY,BLACK/GRAY,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1449,PENDING_REVIEW
822135501-2,122135501-2,A-JELLY,GRAY/BABY PINK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1449,PENDING_REVIEW
822135504-1,122135504-1,A-JELLY,BEIGE,SHOES,RUNNING,MESH/PP,1299,PENDING_REVIEW
822135515-1,122135515-1,A-SHOCK,BLACK,SHOES,RUNNING,MESH,949,PENDING_REVIEW
822135515-4,122135515-4,A-SHOCK,L.PINK/BEIGE,SHOES,RUNNING,MESH,949,PENDING_REVIEW
822135516-1,122135516-1,A-CORE,BLACK,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
822135516-2,122135516-2,A-CORE,BEIGE/PURPLE,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
822135555-1,122135555-1,SUPERFLEXI,BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
822135555-10,122135555-10,SUPERFLEXI,BLACK/BEIGE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822135555-2,122135555-2,SUPERFLEXI,BLACK/BEIGE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
822135555-5,122135555-5,SUPERFLEXI,BEIGE/L.PINK/PURPLE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
822135562-1,122135562-1,A-FLASH FOAM,BLACK/PURPLE/BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,1449,PENDING_REVIEW
822135562-2,122135562-2,A-FLASH FOAM,BEIGE/PINK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,1449,PENDING_REVIEW
822135565-4,122135565-4,CITY,BLACK,SHOES,RUNNING,SYNTHETIC LEATHER/MESH/TPU/ PP,949,PENDING_REVIEW
822135565-5,122135565-5,CITY,GRAY,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,949,PENDING_REVIEW
822135568-3,122135568-3,COMFORT RUNNING,L.PINK/BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,799,PENDING_REVIEW
822135571-1,122135571-1,COMFORT RUNNING,BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,799,PENDING_REVIEW
822135571-2,122135571-2,COMFORT RUNNING,BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,799,PENDING_REVIEW
822135585-2,122135585-2,MARS FOAM,BEIGE,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
822135586-1,122135586-1,FLASHEDGE,BLACK/RED/BEIGE,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
822135586-2,122135586-2,FLASHEDGE,BEIGE/PURPLE,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
822135586-4,122135586-4,FLASHEDGE,BEIGE/PINK,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
822135586-8,122135586-8,FLASHEDGE,BEIGE/GREEN/PURPLE,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
822135590-1,122135590-1,RETRO RUNNING,BEIGE/L.FOG GRAY/PNK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1049,PENDING_REVIEW
822135590-3,122135590-3,RETRO RUNNING,BEIGE/BLACK/GRAY,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1049,PENDING_REVIEW
822137715-10,122137715-10,SOFT WALKING,BLACK/GRAY,SHOES,CROSS-TRAINING,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822137715-7,122137715-7,SOFT WALKING,BEIGE/L.GRAY,SHOES,CROSS-TRAINING,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822137715-9,122137715-9,SOFT WALKING,GRAY,SHOES,CROSS-TRAINING,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822137725-1,122137725-1,SOFT WALKING,BEIGE,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
822137725-2,122137725-2,SOFT WALKING,GRAY,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
822137725-4,122137725-4,SOFT WALKING,BLACK,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
822138062-3,122138062-3,BASIC,BEIGE/PURPLE/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
822138063-1,122138063-1,BASIC,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
822138063-2,122138063-2,BASIC,BEIGE/PINK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
822138063-4,122138063-4,BASIC,BEIGE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
822138066-1,122138066-1,THICK SOLE,BEIGE/BLK/CLOUD PINK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
822138066-2,122138066-2,THICK SOLE,BEIGE/PINK/L.BLUE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
822138071-1,122138071-1,,BEIGE/SILVER,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
822138071-2,122138071-2,,BEIGE/BLACK/PURPLE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
822138071-3,122138071-3,,GRAY/BEIGE/GRAY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
822138081-1,122138081-1,BADAO3.0,BEIGE/ORANGE/LKE BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-2,122138081-2,BADAO3.0,GREEN/BEIGE/PURPLE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-3,122138081-3,BADAO3.0,BEIGE/BLACK/SEA PINK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-4,122138081-4,BADAO3.0,BEIGE/BLACK/PURPLE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-5,122138081-5,BADAO3.0,BEIGE/BLACK/CARMINE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-6,122138081-6,BADAO3.0,BEIGE/INK BLUE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
822138081-7,122138081-7,BADAO3.0,D.BLUE/RED/L.BROWN,SHOES,LIFESTYLE,MESH/SYNTHEPU/COWTOPLAYER,1299,PENDING_REVIEW
822138084-1,122138084-1,LITTLE G6,BEIGE/L.SLVR GRY/BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138084-2,122138084-2,LITTLE G6,BEIGE/PURPLE/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138084-3,122138084-3,LITTLE G6,BEIGE/MUDDY BLU/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138084-4,122138084-4,LITTLE G6,BEIGE/BLACK/L.BLUE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138084-5,122138084-5,LITTLE G6,GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138800-1,122138800-1,RUBIK'S CUBE,GRAY/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138800-2,122138800-2,RUBIK'S CUBE,BEIGE/GRAY/PURPLE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138800-3,122138800-3,RUBIK'S CUBE,BEIGE/L.SLVR GRY/BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138800-4,122138800-4,RUBIK'S CUBE,BEIGE/ORANGE/MNT BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822138811-4,122138811-4,MIX3.0,BEIGE/ORANGE/MNT BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1299,PENDING_REVIEW
822138812-1,122138812-1,MIX3.0,BEIGE/L.GRAY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
822138812-2,122138812-2,MIX3.0,BEIGE/GREEN/PURPLE,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
822138812-3,122138812-3,MIX3.0,GRAY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
822138812-5,122138812-5,MIX3.0,BEIGE/L.GRAY/GREEN,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
822138840-1,122138840-1,FASHION,BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
822138840-2,122138840-2,FASHION,PINK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
822138840-4,122138840-4,FASHION,BLACK/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
822138840-5,122138840-5,FASHION,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
822138840-6,122138840-6,FASHION,BLACK/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822138840-7,122138840-7,FASHION,GRAY/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
822138841-3,122138841-3,FASHION,BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/SUEDE SPLIT/TPU,1149,PENDING_REVIEW
822138850-3,122138850-3,91CLASSIC,BLACK/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,949,PENDING_REVIEW
822138860-3,122138860-3,LTTLE FASHION WRSHIP,GRAY/BEIGE/SEA PINK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,799,PENDING_REVIEW
822138862-2,122138862-2,DANCE BATTLE1.0,BEIGE/GRAY/WINE RED,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
822138862-3,122138862-3,DANCE BATTLE1.0,BEIGE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
822138887-2,122138887-2,BUNNY,YELLOW/BLACK,SHOES,LIFESTYLE,MESH,899,PENDING_REVIEW
822138887-3,122138887-3,BUNNY,BEIGE/BLUE/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
822138887-4,122138887-4,BUNNY,BLACK/BEIGE/GRAY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
822148066-4,122148066-4,THICK SOLE,BLACK/BEIGE,SHOES,LIFESTYLE,SYNTHE PU/MESH,799,PENDING_REVIEW
822148088-2,122148088-2,ROARING FLAME2.0,BEIGE/GRAY/RED,SHOES,LIFESTYLE,SYNTHE PU/MESH/TPU,1149,PENDING_REVIEW
822148089-2,122148089-2,,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1049,PENDING_REVIEW
822148851-1,122148851-1,AT91,WHITE,SHOES,LIFESTYLE,MESH/PP FILM/SYNTHE PU,1849,PENDING_REVIEW
822218050-1,122218050-1,STREET FASHION,GREY/IVORY WHITE,SHOES,LIFESTYLE,COWTOPLAYER/SYNTHEPU/MESH,1349,PENDING_REVIEW
822218050-2,122218050-2,STREET FASHION,CHMPGNE YELLOW/ WHT,SHOES,LIFESTYLE,COW SUEDE/SYNTHE PU/MESH,1349,PENDING_REVIEW
822218050-4,122218050-4,STREET FASHION,WHT/BLK/YLLW/VLT,SHOES,LIFESTYLE,COW SUEDE/SYNTHE PU/MESH,1349,PENDING_REVIEW
822218052-2,122218052-2,STREET FASHION,IVORY WHITE/GREY,SHOES,LIFESTYLE,COWTOPLAYER/SYNTHEPU/MESH,1449,PENDING_REVIEW
822218052-3,122218052-3,STREET FASHION,GRY FOG BLU/ WHT/BLK,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1449,PENDING_REVIEW
822218052-4,122218052-4,STREET FASHION,WHT/BRGHT BLU/BLU,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1449,PENDING_REVIEW
822218072-2,122218072-2,AT91,WHITE/BLACK,SHOES,LIFESTYLE,MESH/PP/TPU,1149,PENDING_REVIEW
822218072-3,122218072-3,AT91,WHT/MAGIC CRPT GRY,SHOES,LIFESTYLE,MESH/PP/TPU,1149,PENDING_REVIEW
822218072-5,122218072-5,AT91,SILVER,SHOES,LIFESTYLE,MESH/PP/TPU,1349,PENDING_REVIEW
822218082-1,122218082-1,G6 2.0,IVORY WHITE/GREY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
822218082-2,122218082-2,G6 2.0,WHITE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
822218082-5,122218082-5,G6 2.0,BLK/BLU/SKIN PINK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
822218083-1,122218083-1,LITTLE G6 2.0,IVORY WHITE/GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU/PP,1149,PENDING_REVIEW
822218083-2,122218083-2,LITTLE G6 2.0,WHT/LILAC GRY/GRN,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU/PP,1149,PENDING_REVIEW
822218084-1,122218084-1,BADAO 3.0,WHT/SEDMENT GRY/GRY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1449,PENDING_REVIEW
822218084-2,122218084-2,BADAO 3.0,BLACK/IVORY WHITE,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1449,PENDING_REVIEW
822218084-4,122218084-4,BADAO 3.0,LTS RT GRY/ WHT/GRY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1449,PENDING_REVIEW
822218084-5,122218084-5,BADAO 3.0,BLK/MIRAGE BLU/VLT,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1449,PENDING_REVIEW
822218084-8,122218084-8,BADAO 3.0,WHT/GRY BLU/GRN,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1598.9999999999998,PENDING_REVIEW
822218812-1,122218812-1,MIX 4.0,IRN MN GRY/SDMNT GRY,SHOES,LIFESTYLE,SYNTHEPU/MESH/COW SUEDE,1149,PENDING_REVIEW
822218812-3,122218812-3,MIX 4.0,WHT/YLLW/HAZE VLT,SHOES,LIFESTYLE,SYNTHEPU/MESH/COW SUEDE,1149,PENDING_REVIEW
822218812-4,122218812-4,MIX 4.0,GREY/IVORY WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822218812-5,122218812-5,MIX 4.0,IVORY WHITE/FARINA,SHOES,LIFESTYLE,SYNTHEPU/MESH/COW SUEDE,1149,PENDING_REVIEW
822218840-1,122218840-1,FASHION WORSHIP 2.0,LIGHT SILVER GREY,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
822218840-2,122218840-2,FASHION WORSHIP 2.0,BLACK,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
822218840-3,122218840-3,FASHION WORSHIP 2.0,WHT/SEDIMENT GRY/GRY,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
822218840-4,122218840-4,FASHION WORSHIP 2.0,SKIN PINK,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
822218871-4,122218871-4,NEST 2.0,WHT/YLLW/HAZE VLT,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1349,PENDING_REVIEW
822218885-1,122218885-1,BUNNY 4.0,SDMNT GRY/WHT/WHTPNK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP/TPU,1049,PENDING_REVIEW
822218885-2,122218885-2,BUNNY 4.0,BLACK/IVORY WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP/TPU,1049,PENDING_REVIEW
822218885-3,122218885-3,BUNNY 4.0,SEDIMENT GREY/SILVER,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP/TPU,1049,PENDING_REVIEW
822218885-4,122218885-4,BUNNY 4.0,WHT/BLK/LOTUS ORNG,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP/TPU,1049,PENDING_REVIEW
822245523-12,122245523-12,KEEP MOVING,BEIGE/MIRAGE BLUE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822245523-2,122245523-2,KEEP MOVING,BLACK/ORANGE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822245523-5,122245523-5,KEEP MOVING,BLK/DUST PURPLE/GREY,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822247715-2,122247715-2,BASIC WALKING,GREY/BEIGE,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
822247715-5,122247715-5,BASIC WALKING,BEIGE/L.GREY,SHOES,CROSS TRAINING,SYNTHE PU/MESH/PP/TPU,849,PENDING_REVIEW
822247756-3,122247756-3,DANCE,BEIGE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822247756-4,122247756-4,DANCE,BLACK,SHOES,CROSS TRAINING,MESH/PP,1149,PENDING_REVIEW
822247789-1,122247789-1,AS STEADY AS MNT TAI,BEIGE/FOG BLUE,SHOES,CROSS TRAINING,MESH/PP/SYNTHETIC LEATHER,1349,PENDING_REVIEW
822248053-4,122248053-4,SOARING,L.BRWN/L.BGE/BRWN,SHOES,LIFESTYLE,SYNTHETICLEATHER/COWSUEDE/MESH,1549,PENDING_REVIEW
822248053-6,122248053-6,SOARING,BEIGE/GREY,SHOES,LIFESTYLE,SYNTHETICLEATHER/COWSUEDE/MESH,1549,PENDING_REVIEW
822248088-2,122248088-2,ROARING FLAME 3.0,BEIGE/BLACK/GREY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
822248088-5,122248088-5,ROARING FLAME 3.0,BGE/KHKI/MLK BRWN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
822248088-6,122248088-6,ROARING FLAME 3.0,BEIGE/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
822248088-7,122248088-7,ROARING FLAME 3.0,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1549,PENDING_REVIEW
822248089-1,122248089-1,ROARING FLME 3.0 LOW,BEIGE/L.GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822248089-2,122248089-2,ROARING FLME 3.0 LOW,GREY/BLACK/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822248089-3,122248089-3,ROARING FLME 3.0 LOW,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
822248871-3,122248871-3,HERITAGE 80,GRY/LOTUS ROOT GRY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
822248871-4,122248871-4,HERITAGE 80,STONE BRWN/MLK BRWN,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
822248871-5,122248871-5,HERITAGE 80,BLACK/KOALA GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
822248877-1,122248877-1,HERITAGE 80S,GRY/IRON MAN GRY/BGE,SHOES,LIFESTYLE,MESH/COW SUEDE/SYNTHE PU,1399,PENDING_REVIEW
822248890-4,122248890-4,MILLENNIUM 5.0,BGE/WHEAT KHKI/L.GRN,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1349,PENDING_REVIEW
822258891-1,122258891-1,,BEIGE/GREEN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
822258891-2,122258891-2,,GREY/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
822258891-3,122258891-3,,BLACK/L.BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
822258891-4,122258891-4,,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
82828863-4,12828863-4,,PINK/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
82835566-1,12835566-1,,BLACK/WHITE/SILVER,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
82925542-2,12925542-2,,D.BLUE/WHITE/PINK,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
82925542-3,12925542-3,,BLUE/WHITE,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
82925542-4,12925542-4,,PINK/WHITE/PINK,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
82925553-8,12925553-8,,BLACK/ORNG/SEA BLU,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1349,PENDING_REVIEW
82925588-11,12925588-11,,BLUE/SILVER/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1499,PENDING_REVIEW
82925588-5,12925588-5,,PINK/L.PINK/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1499,PENDING_REVIEW
82925588-7,12925588-7,,WHITE/ORANGE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1499,PENDING_REVIEW
82925589-1,12925589-1,,WHITE/BLUE/ORANGE,SHOES,RUNNING,COW ACTION LEATHER/MESH,1349,PENDING_REVIEW
82925589-3,12925589-3,,BLACK/WHITE/ICE BLUE,SHOES,RUNNING,COW ACTION LEATHER/MESH,1349,PENDING_REVIEW
82926906-2,12926906-2,,BLACK/WHITE,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
82926906-4,12926906-4,,PINK/L.PINK,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
82926915-1,12926915-1,,BLACK/CHARCOAL GRAY,SHOES,OUTDOOR,MESH,599,PENDING_REVIEW
82926915-5,12926915-5,,BLACK/D.RED/D.GRAY,SHOES,OUTDOOR,MESH,599,PENDING_REVIEW
82927713-1,12927713-1,,BLACK/PINK/WHITE,SHOES,CROSS TRAINING,MESH,899,PENDING_REVIEW
82927755-1,12927755-1,,BLACK/GOLD,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
82927755-2,12927755-2,,WHITE/L.FOG GRAY,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
82927756-2,12927756-2,,WHITE/L.GREEN,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
82927756-3,12927756-3,,PINK/WHITE,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
82927788-5,12927788-5,CITYWIDE TRAINING,PINK/WHITE,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,1099,PENDING_REVIEW
82928088-1,12928088-1,,BLACK/PINK/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/COW ACTION LEATHER,1249,PENDING_REVIEW
82928812-2,12928812-2,,BLACK/PINK/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
82928812-3,12928812-3,,PINK/PINK/WHITE,SHOES,LIFESTYLE,MESH/COW ACTION SUEDE,998.9999999999999,PENDING_REVIEW
82935501-1,12935501-1,,BLK/RED/CHRCOAL GRY,SHOES,RUNNING,MESH/TPU,1349,PENDING_REVIEW
82935515-4,12935515-4,,PINK/RED/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
82935551-5,12935551-5,,PINK/BLACK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
82935565-4,12935565-4,,BLACK/L.PINK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
82935567-2,12935567-2,,INFANT PINK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
